region,user_ip,user_port,domain_name,app_type,app_sub_type,start_time,end_time,ul_data,dl_data
133970954,10.79.128.93,53942,new-event.sng.qq.com,1,5,1409649452282,1409649452552,1891,568
131437610,10.79.174.173,55593,strategy.beacon.qq.com,1,5,1409649432009,1409649433329,949,1102
NA,10.79.217.82,44790,strategy.beacon.qq.com,1,5,1409649431232,1409649431472,902,1102
NA,10.79.217.82,54099,strategy.beacon.qq.com,1,5,1409649433291,1409649433501,898,1102
131718204,10.80.29.243,45334,new-event.sng.qq.com,1,5,1409649439353,1409649439673,1898,516
133941534,10.80.72.236,45723,monitor.uu.qq.com,1,5,1409649432056,1409649432386,691,663
NA,10.80.101.216,35515,strategy.beacon.qq.com,1,5,1409649444052,1409649444308,893,862
131694090,10.80.102.166,45656,strategy.beacon.qq.com,1,5,1409649446429,1409649446689,897,1102
131750922,10.80.144.199,61295,monitor.uu.qq.com,1,5,1409649447372,1409649449577,1480,544
133966602,10.81.38.73,51506,monitor.uu.qq.com,1,5,1409649434766,1409649435036,900,679
133810954,10.81.48.145,43673,eventlog.beacon.qq.com,1,5,1409649437163,1409649437438,1045,579
133810954,10.81.48.145,50867,eventlog.beacon.qq.com,1,5,1409649436958,1409649437247,1015,579
133707294,10.81.76.208,51204,monitor.uu.qq.com,1,5,1409649448026,1409649448356,688,687
131691550,10.81.95.9,55515,eventlog.beacon.qq.com,1,5,1409649446479,1409649446739,1635,579
131691550,10.81.95.9,55520,eventlog.beacon.qq.com,1,5,1409649450014,1409649450279,1039,579
131464508,10.81.126.171,40838,monitor.uu.qq.com,1,5,1409649448888,1409649449143,772,718
133820180,10.81.158.212,50615,strategy.beacon.qq.com,1,5,1409649449802,1409649450077,902,1102
NA,10.81.200.222,36093,monitor.uu.qq.com,1,5,1409649431507,1409649431787,687,687
131758396,10.82.29.224,40734,monitor.uu.qq.com,1,5,1409649432693,1409649432933,697,687
131530544,10.82.47.107,59442,monitor.uu.qq.com,1,5,1409649435459,1409649435653,621,714
131530544,10.82.47.107,59444,monitor.uu.qq.com,1,5,1409649436773,1409649437033,878,544
131530544,10.82.47.107,59446,monitor.uu.qq.com,1,5,1409649441393,1409649441653,676,714
131530544,10.82.47.107,59448,monitor.uu.qq.com,1,5,1409649441873,1409649442133,865,544
131989534,10.82.51.148,44365,monitor.uu.qq.com,1,5,1409649410918,1409649411067,868,100
NA,10.82.63.122,46916,eventlog.beacon.qq.com,1,5,1409649430917,1409649431207,1127,579
131685918,10.82.76.112,52638,strategy.beacon.qq.com,1,5,1409649449454,1409649450104,899,1102
131632926,10.82.122.35,33423,new-net.sng.qq.com,1,5,1409649444293,1409649444508,562,361
131975230,10.82.153.254,58633,eventlog.beacon.qq.com,1,5,1409649447853,1409649448133,1494,579
131986216,10.82.181.246,38711,strategy.beacon.qq.com,1,5,1409649447183,1409649447488,894,1102
131562014,10.82.201.53,43578,monitor.uu.qq.com,1,5,1409649443844,1409649444104,857,723
133852190,10.82.221.190,60154,eventlog.beacon.qq.com,1,5,1409649434896,1409649435256,1293,579
131956746,10.82.226.174,52690,new-event.sng.qq.com,1,5,1409649435518,1409649435748,1967,568
131745052,10.83.7.31,42180,eventlog.beacon.qq.com,1,5,1409649448053,1409649448298,1549,579
133756436,10.83.50.146,52294,monitor.uu.qq.com,1,5,1409649447345,1409649447625,900,675
133857812,10.83.51.154,51378,monitor.uu.qq.com,1,5,1409649446926,1409649447186,909,739
133810452,10.83.53.26,54441,opensdk.uu.qq.com,1,5,1409649438773,1409649439178,1030,557
NA,10.83.94.23,60712,strategy.beacon.qq.com,1,5,1409649446257,1409649446557,890,838
NA,10.83.108.208,44646,monitor.uu.qq.com,1,5,1409649410898,1409649411031,794,100
NA,10.83.169.6,51110,eventlog.beacon.qq.com,1,5,1409649445338,1409649445618,1358,579
NA,10.83.188.32,51180,monitor.uu.qq.com,1,5,1409649434287,1409649436437,1397,544
133776414,10.83.204.116,38131,monitor.uu.qq.com,1,5,1409649432517,1409649432827,893,739
201222714,10.83.228.101,51676,monitor.uu.qq.com,1,5,1409649448337,1409649449627,1368,544
131517460,10.83.236.114,35741,monitor.uu.qq.com,1,5,1409649450186,1409649450586,884,739
200181707,10.84.67.29,53200,monitor.uu.qq.com,1,5,1409649450546,1409649450806,695,687
131703306,10.84.111.90,50538,opensdk.uu.qq.com,1,5,1409649448343,1409649450714,1990,549
NA,10.84.116.8,50670,monitor.uu.qq.com,1,5,1409649434887,1409649435177,904,739
NA,10.84.117.193,36428,eventlog.beacon.qq.com,1,5,1409649453309,1409649453529,1050,579
NA,10.84.117.193,57670,eventlog.beacon.qq.com,1,5,1409649451809,1409649452084,1704,579
133745930,10.84.122.59,54658,opensdk.uu.qq.com,1,5,1409649437717,1409649439911,2631,609
NA,10.84.127.221,43143,monitor.uu.qq.com,1,5,1409649431763,1409649432053,2713,668
NA,10.84.248.254,51606,eventlog.beacon.qq.com,1,5,1409649450654,1409649450974,992,579
133828126,10.85.1.25,60439,eventlog.beacon.qq.com,1,5,1409649433722,1409649433992,1702,579
NA,10.85.131.105,46824,strategy.beacon.qq.com,1,5,1409649431399,1409649431678,903,1102
131742986,10.87.5.193,52939,opensdk.uu.qq.com,1,5,1409649432188,1409649434018,1487,516
133717770,10.87.70.99,50846,opensdk.uu.qq.com,1,5,1409649432541,1409649434641,1247,473
NA,10.87.132.149,32834,monitor.uu.qq.com,1,5,1409649440593,1409649440838,906,739
NA,10.87.169.214,39288,eventlog.beacon.qq.com,1,5,1409649437096,1409649437356,1556,579
131690762,10.87.186.119,52607,monitor.uu.qq.com,1,5,1409649449494,1409649449674,1280,753
131690762,10.87.186.119,52607,monitor.uu.qq.com,1,5,1409649449719,1409649451949,1293,507
NA,10.87.194.135,58073,opensdk.uu.qq.com,1,5,1409649435501,1409649435771,1133,445
NA,10.87.218.231,33160,monitor.uu.qq.com,1,5,1409649431430,1409649431750,687,695
131697940,10.88.7.120,63723,opensdk.uu.qq.com,1,5,1409649431839,1409649434079,2122,516
133932318,10.88.42.19,49453,strategy.beacon.qq.com,1,5,1409649433206,1409649433506,898,1102
133932318,10.88.42.19,49473,monitor.uu.qq.com,1,5,1409649442756,1409649443026,917,739
131514388,10.88.76.214,42086,monitor.uu.qq.com,1,5,1409649437927,1409649438207,915,675
133880842,10.88.103.186,58285,strategy.beacon.qq.com,1,5,1409649438296,1409649439106,902,1102
NA,10.88.103.241,36561,strategy.beacon.qq.com,1,5,1409649442583,1409649442959,899,1102
133906708,10.88.145.126,42221,new-event.sng.qq.com,1,5,1409649432966,1409649433276,1107,473
133721364,10.88.203.16,59551,eventlog.beacon.qq.com,1,5,1409649447766,1409649448056,1238,579
200208650,10.89.92.189,50046,opensdk.uu.qq.com,1,5,1409649439203,1409649441582,1903,473
NA,10.89.190.140,33898,monitor.uu.qq.com,1,5,1409649438298,1409649438548,690,687
133740042,10.89.197.170,48491,eventlog.beacon.qq.com,1,5,1409649434582,1409649434862,1041,579
131638814,10.89.230.104,41887,monitor.uu.qq.com,1,5,1409649442118,1409649442373,892,739
NA,10.89.239.50,46545,monitor.uu.qq.com,1,5,1409649431009,1409649431369,687,687
131985459,10.89.242.222,35713,new-event.sng.qq.com,1,5,1409649437159,1409649437409,1936,516
131966228,10.90.86.5,51955,eventlog.beacon.qq.com,1,5,1409649441652,1409649441912,996,579
131694366,10.90.111.105,44312,eventlog.beacon.qq.com,1,5,1409649445398,1409649445648,1241,579
131694366,10.90.111.105,57092,eventlog.beacon.qq.com,1,5,1409649441048,1409649441313,1937,683
131497236,10.90.112.54,45601,monitor.uu.qq.com,1,5,1409649436448,1409649436728,755,718
131497236,10.90.112.54,45602,monitor.uu.qq.com,1,5,1409649436988,1409649437268,916,544
133908254,10.90.214.3,60271,monitor.uu.qq.com,1,5,1409649433047,1409649433327,697,687
134195466,10.91.27.145,50570,eventlog.beacon.qq.com,1,5,1409649452708,1409649452998,973,579
NA,10.91.45.19,47459,monitor.uu.qq.com,1,5,1409649439726,1409649440066,901,739
133722644,10.91.115.206,51258,monitor.uu.qq.com,1,5,1409649436306,1409649436546,1039,745
133722644,10.91.115.206,51258,monitor.uu.qq.com,1,5,1409649436636,1409649438486,1060,507
133722644,10.91.115.206,51259,opensdk.uu.qq.com,1,5,1409649436856,1409649438486,2974,568
134113310,10.91.118.172,34570,monitor.uu.qq.com,1,5,1409649447401,1409649447710,672,698
134113310,10.91.118.172,34572,monitor.uu.qq.com,1,5,1409649447910,1409649448210,804,627
134113310,10.91.118.172,34573,monitor.uu.qq.com,1,5,1409649448461,1409649448731,828,544
133721610,10.91.147.67,47181,monitor.uu.qq.com,1,5,1409649435291,1409649435551,903,739
NA,10.91.191.126,44598,new-event.sng.qq.com,1,5,1409649438238,1409649438618,1893,568
131675678,10.91.211.102,60386,eventlog.beacon.qq.com,1,5,1409649433018,1409649433253,977,579
133929502,10.91.213.105,38397,strategy.beacon.qq.com,1,5,1409649450267,1409649450817,892,1154
133797407,10.91.217.78,39591,eventlog.beacon.qq.com,1,5,1409649443865,1409649444526,1233,579
131967498,10.92.65.246,49275,monitor.uu.qq.com,1,5,1409649447122,1409649447363,895,739
133807370,10.92.101.104,55559,monitor.uu.qq.com,1,5,1409649431023,1409649432293,749,687
131742218,10.92.124.204,64333,opensdk.uu.qq.com,1,5,1409649429968,1409649432258,1540,421
131958026,10.92.179.109,55611,opensdk.uu.qq.com,1,5,1409649448822,1409649450962,1681,473
NA,10.92.189.71,44122,monitor.uu.qq.com,1,5,1409649431966,1409649432316,893,739
133702666,10.92.196.208,60685,opensdk.uu.qq.com,1,5,1409649431882,1409649432162,1898,452
133702666,10.92.196.208,60701,opensdk.uu.qq.com,1,5,1409649436356,1409649436627,655,409
133702666,10.92.196.208,60702,opensdk.uu.qq.com,1,5,1409649436547,1409649436822,1674,452
133702666,10.92.196.208,60732,eventlog.beacon.qq.com,1,5,1409649441966,1409649442232,974,515
131489546,10.92.254.135,47117,eventlog.beacon.qq.com,1,5,1409649434178,1409649434458,1940,579
133966602,10.93.18.163,47228,monitor.uu.qq.com,1,5,1409649437746,1409649438026,881,731
133842718,10.93.68.109,34150,eventlog.beacon.qq.com,1,5,1409649431676,1409649431946,898,515
131659540,10.93.71.254,33794,monitor.uu.qq.com,1,5,1409649443753,1409649443988,900,739
131659540,10.93.71.254,33795,eventlog.beacon.qq.com,1,5,1409649448322,1409649448593,1053,579
NA,10.93.73.91,34005,monitor.uu.qq.com,1,5,1409649443242,1409649443472,896,739
131738122,10.93.93.135,59355,eventlog.beacon.qq.com,1,5,1409649453253,1409649453498,977,579
132013834,10.93.99.45,40986,opensdk.uu.qq.com,1,5,1409649451672,1409649451922,987,445
133607738,10.93.178.246,56284,new-event.sng.qq.com,1,5,1409649437794,1409649438064,925,473
131551262,10.93.215.195,34158,opensdk.uu.qq.com,1,5,1409649443884,1409649444134,1134,445
133779220,10.93.221.83,46205,eventlog.beacon.qq.com,1,5,1409649433862,1409649434132,1058,579
131559977,10.94.21.143,44399,monitor.uu.qq.com,1,5,1409649451303,1409649451608,689,687
131978772,10.94.27.204,49191,eventlog.beacon.qq.com,1,5,1409649446267,1409649446587,1044,579
133759508,10.94.38.192,50886,strategy.beacon.qq.com,1,5,1409649451180,1409649451490,899,1102
134129940,10.94.49.83,51898,eventlog.beacon.qq.com,1,5,1409649438149,1409649438420,981,631
131605012,10.94.137.18,43535,opensdk.uu.qq.com,1,5,1409649453308,1409649453543,985,445
133843988,10.94.178.17,55010,monitor.uu.qq.com,1,5,1409649445310,1409649447480,1001,773
133744660,10.94.232.127,37267,strategy.beacon.qq.com,1,5,1409649422112,1409649439062,847,268
133744660,10.94.232.127,37270,strategy.beacon.qq.com,1,5,1409649437252,1409649437522,899,1102
200180016,10.94.245.196,43920,eventlog.beacon.qq.com,1,5,1409649438731,1409649438961,996,579
200177940,10.95.2.150,56093,monitor.uu.qq.com,1,5,1409649435083,1409649435328,910,739
133868042,10.95.65.121,43070,monitor.uu.qq.com,1,5,1409649440097,1409649440387,905,739
133868042,10.95.65.121,47893,monitor.uu.qq.com,1,5,1409649440387,1409649440662,831,609
133981726,10.95.97.114,44318,eventlog.beacon.qq.com,1,5,1409649451796,1409649452356,1037,579
NA,10.95.138.152,42798,eventlog.beacon.qq.com,1,5,1409649448393,1409649448673,1359,579
131997962,10.95.158.164,39473,monitor.uu.qq.com,1,5,1409649451567,1409649451917,911,739
131962388,10.95.160.91,60565,strategy.beacon.qq.com,1,5,1409649431208,1409649431478,893,1102
131962388,10.95.160.91,60566,monitor.uu.qq.com,1,5,1409649431598,1409649431858,899,739
131962388,10.95.160.91,60575,strategy.beacon.qq.com,1,5,1409649436758,1409649437078,894,1102
131962388,10.95.160.91,60578,monitor.uu.qq.com,1,5,1409649440438,1409649440758,903,739
131962388,10.95.160.91,60579,monitor.uu.qq.com,1,5,1409649446758,1409649447088,697,687
NA,10.95.173.30,54613,opensdk.uu.qq.com,1,5,1409649410852,1409649411143,3068,232
NA,10.95.178.120,33035,monitor.uu.qq.com,1,5,1409649436498,1409649436748,693,687
NA,10.95.178.120,33038,eventlog.beacon.qq.com,1,5,1409649441188,1409649441508,980,579
NA,10.95.178.120,33040,monitor.uu.qq.com,1,5,1409649441573,1409649441823,692,687
133718036,10.95.207.218,56480,opensdk.uu.qq.com,1,5,1409649441506,1409649441786,963,445
131447050,10.97.97.180,44085,eventlog.beacon.qq.com,1,5,1409649432279,1409649432639,1042,579
133964052,10.97.112.191,39259,new-net.sng.qq.com,1,5,1409649436761,1409649437021,749,473
131730452,10.98.20.77,53428,opensdk.uu.qq.com,1,5,1409649444193,1409649445938,2665,568
NA,10.98.167.37,49872,strategy.beacon.qq.com,1,5,1409649431252,1409649431582,895,1102
NA,10.98.167.37,49876,strategy.beacon.qq.com,1,5,1409649435807,1409649449062,841,268
NA,10.98.167.37,49877,strategy.beacon.qq.com,1,5,1409649438792,1409649439682,895,1094
NA,10.98.167.37,49885,strategy.beacon.qq.com,1,5,1409649450942,1409649451702,893,1102
133708308,10.100.55.231,38448,eventlog.beacon.qq.com,1,5,1409649443012,1409649443267,978,579
NA,10.100.65.224,53030,monitor.uu.qq.com,1,5,1409649449857,1409649450088,908,739
131687710,10.100.77.120,60870,monitor.uu.qq.com,1,5,1409649445864,1409649446219,681,714
131687710,10.100.77.120,60872,new-net.sng.qq.com,1,5,1409649446439,1409649446674,682,421
131687710,10.100.77.120,60873,monitor.uu.qq.com,1,5,1409649446534,1409649446769,878,544
131739166,10.100.123.156,42568,strategy.beacon.qq.com,1,5,1409649449358,1409649449608,898,1094
131736084,10.102.49.76,53289,monitor.uu.qq.com,1,5,1409649440968,1409649441213,901,739
131736084,10.102.49.76,53294,monitor.uu.qq.com,1,5,1409649451338,1409649451588,901,739
NA,10.102.109.139,35589,monitor.uu.qq.com,1,5,1409649452525,1409649452815,905,739
131724318,10.102.232.129,59255,eventlog.beacon.qq.com,1,5,1409649437294,1409649437554,979,579
NA,10.103.102.83,48701,opensdk.uu.qq.com,1,5,1409649423133,1409649431298,1111,485
133803540,10.104.57.94,52562,monitor.uu.qq.com,1,5,1409649445538,1409649445803,686,687
NA,10.104.163.27,49976,strategy.beacon.qq.com,1,5,1409649436373,1409649438098,894,1102
134129694,10.104.239.132,51484,opensdk.uu.qq.com,1,5,1409649439089,1409649441359,1479,473
131691540,10.105.126.243,57013,opensdk.uu.qq.com,1,5,1409649435044,1409649435429,1416,516
NA,10.77.9.4,47360,eventlog.beacon.qq.com,1,5,1409649435423,1409649435678,1441,579
NA,10.77.13.187,50873,opensdk.uu.qq.com,1,5,1409649432493,1409649432738,670,393
131754506,10.77.35.78,52473,strategy.beacon.qq.com,1,5,1409649441773,1409649442033,896,1102
131716412,10.77.36.222,39000,monitor.uu.qq.com,1,5,1409649448173,1409649448408,659,671
131531824,10.77.52.144,37837,strategy.beacon.qq.com,1,5,1409649449538,1409649449818,894,1102
134016532,10.77.57.101,59067,monitor.uu.qq.com,1,5,1409649434541,1409649434777,893,747
NA,10.77.80.96,47153,monitor.uu.qq.com,1,5,1409649438637,1409649438957,691,687
NA,10.77.80.96,47156,eventlog.beacon.qq.com,1,5,1409649442277,1409649442597,1048,579
NA,10.77.80.96,47161,monitor.uu.qq.com,1,5,1409649447536,1409649447816,897,739
NA,10.77.80.96,47163,monitor.uu.qq.com,1,5,1409649451956,1409649452276,905,739
131704074,10.77.106.217,41234,strategy.beacon.qq.com,1,5,1409649431589,1409649431829,893,1102
131608594,10.77.133.90,54464,eventlog.beacon.qq.com,1,5,1409649448483,1409649448728,987,579
131433246,10.77.163.34,44487,strategy.beacon.qq.com,1,5,1409649432298,1409649432568,897,1102
NA,10.77.165.82,34582,eventlog.beacon.qq.com,1,5,1409649449118,1409649449418,1874,579
201223225,10.77.173.65,53343,eventlog.beacon.qq.com,1,5,1409649448512,1409649448957,1037,579
201223225,10.77.173.65,53348,eventlog.beacon.qq.com,1,5,1409649452107,1409649452497,1046,579
133980426,10.78.154.158,34799,monitor.uu.qq.com,1,5,1409649434787,1409649435026,680,722
133980426,10.78.154.158,34801,new-net.sng.qq.com,1,5,1409649435482,1409649435732,681,421
133980426,10.78.154.158,34803,monitor.uu.qq.com,1,5,1409649436066,1409649436347,885,544
133980426,10.78.154.158,34811,monitor.uu.qq.com,1,5,1409649445926,1409649446186,680,714
133980426,10.78.154.158,34814,monitor.uu.qq.com,1,5,1409649446737,1409649447006,885,544
131452170,10.78.158.34,39348,monitor.uu.qq.com,1,5,1409649438917,1409649439217,911,739
NA,10.78.235.44,56162,opensdk.uu.qq.com,1,5,1409649444002,1409649444811,924,445
133770782,10.79.21.82,60957,new-event.sng.qq.com,1,5,1409649445921,1409649446211,1289,473
NA,10.79.70.184,54478,opensdk.uu.qq.com,1,5,1409649430663,1409649432823,2946,568
NA,10.79.151.212,59396,strategy.beacon.qq.com,1,5,1409649425504,1409649427563,748,1050
134185492,10.79.185.18,43494,monitor.uu.qq.com,1,5,1409649437082,1409649437362,693,687
133744414,10.80.1.97,51004,eventlog.beacon.qq.com,1,5,1409649431681,1409649433381,4397,707
NA,10.80.82.232,59294,eventlog.beacon.qq.com,1,5,1409649445536,1409649445825,972,579
134196766,10.80.105.228,34566,monitor.uu.qq.com,1,5,1409649452731,1409649453021,919,718
200179218,10.80.121.217,43353,monitor.uu.qq.com,1,5,1409649443981,1409649444261,737,766
200179218,10.80.121.217,54187,monitor.uu.qq.com,1,5,1409649445391,1409649445631,890,544
131737108,10.80.131.104,53018,eventlog.beacon.qq.com,1,5,1409649447803,1409649448043,972,579
133826078,10.80.155.104,60247,monitor.uu.qq.com,1,5,1409649444072,1409649444342,853,731
134031882,10.80.215.34,53673,monitor.uu.qq.com,1,5,1409649432836,1409649433106,910,739
131438132,10.80.251.59,52853,opensdk.uu.qq.com,1,5,1409649430859,1409649433059,2081,473
131438132,10.80.251.59,52857,opensdk.uu.qq.com,1,5,1409649447298,1409649448878,2193,473
133703956,10.81.27.123,59523,monitor.uu.qq.com,1,5,1409649434777,1409649436401,2012,544
131718204,10.81.75.66,34153,eventlog.beacon.qq.com,1,5,1409649443418,1409649443763,1730,579
133583421,10.81.75.66,37673,eventlog.beacon.qq.com,1,5,1409649433783,1409649434043,1290,579
134115358,10.81.197.239,46773,monitor.uu.qq.com,1,5,1409649448052,1409649448322,865,723
NA,10.81.209.91,50350,eventlog.beacon.qq.com,1,5,1409649431021,1409649431281,981,579
NA,10.82.3.109,45341,opensdk.uu.qq.com,1,5,1409649412380,1409649412608,872,445
NA,10.82.3.190,60733,monitor.uu.qq.com,1,5,1409649440350,1409649440640,926,718
133766174,10.82.16.88,56540,eventlog.beacon.qq.com,1,5,1409649437921,1409649438201,1367,579
131758396,10.82.29.224,47963,eventlog.beacon.qq.com,1,5,1409649449867,1409649450107,1883,579
131606558,10.82.43.155,45653,eventlog.beacon.qq.com,1,5,1409649448137,1409649448377,1230,579
131560233,10.82.57.206,57371,eventlog.beacon.qq.com,1,5,1409649431528,1409649431788,998,579
133798421,10.82.147.169,54905,monitor.uu.qq.com,1,5,1409649453035,1409649453265,916,739
NA,10.82.151.219,52110,monitor.uu.qq.com,1,5,1409649434121,1409649434391,674,687
133781268,10.82.250.83,58197,eventlog.beacon.qq.com,1,5,1409649447047,1409649447357,1349,579
NA,10.83.10.93,60142,eventlog.beacon.qq.com,1,5,1409649441588,1409649441878,1219,579
NA,10.83.34.66,48293,opensdk.uu.qq.com,1,5,1409649442083,1409649442343,1177,489
NA,10.83.39.253,47310,strategy.beacon.qq.com,1,5,1409649442432,1409649442682,899,1102
NA,10.83.39.253,52060,strategy.beacon.qq.com,1,5,1409649439402,1409649439682,899,1102
NA,10.83.59.71,47930,eventlog.beacon.qq.com,1,5,1409649439149,1409649440534,1102,639
134096394,10.83.72.87,49579,strategy.beacon.qq.com,1,5,1409649443595,1409649443845,896,1094
133853982,10.83.80.201,54770,monitor.uu.qq.com,1,5,1409649445786,1409649446056,671,698
133853982,10.83.80.201,54771,monitor.uu.qq.com,1,5,1409649446096,1409649446376,811,636
133853982,10.83.80.201,54773,monitor.uu.qq.com,1,5,1409649446396,1409649446666,835,544
NA,10.83.86.170,47758,eventlog.beacon.qq.com,1,5,1409649436116,1409649436506,1597,579
131574558,10.83.102.163,45725,opensdk.uu.qq.com,1,5,1409649452099,1409649452324,820,489
NA,10.83.108.171,55332,opensdk.uu.qq.com,1,5,1409649441808,1409649443248,1504,473
133909022,10.83.121.175,42825,monitor.uu.qq.com,1,5,1409649449407,1409649449687,967,739
131716412,10.83.170.25,50013,opensdk.uu.qq.com,1,5,1409649440008,1409649442403,2145,568
NA,10.83.173.86,34646,monitor.uu.qq.com,1,5,1409649431111,1409649431391,909,739
NA,10.83.173.86,34647,eventlog.beacon.qq.com,1,5,1409649433291,1409649433531,971,579
NA,10.83.173.86,34652,strategy.beacon.qq.com,1,5,1409649436011,1409649436296,896,1102
NA,10.83.173.86,34655,monitor.uu.qq.com,1,5,1409649446086,1409649446316,909,739
133887754,10.83.183.137,54469,monitor.uu.qq.com,1,5,1409649442467,1409649442657,994,745
133887754,10.83.183.137,54469,monitor.uu.qq.com,1,5,1409649442667,1409649444667,1302,635
NA,10.83.224.90,33277,strategy.beacon.qq.com,1,5,1409649444915,1409649445196,884,1094
131688714,10.83.242.39,52363,monitor.uu.qq.com,1,5,1409649446519,1409649447929,1631,805
200181707,10.84.67.29,56341,strategy.beacon.qq.com,1,5,1409649440576,1409649440867,902,1102
133946378,10.84.93.183,55514,eventlog.beacon.qq.com,1,5,1409649444837,1409649445137,1930,631
134175764,10.84.181.253,43829,monitor.uu.qq.com,1,5,1409649446855,1409649447175,899,747
NA,10.84.190.251,44997,eventlog.beacon.qq.com,1,5,1409649441758,1409649441988,1607,579
131659796,10.84.227.47,36479,eventlog.beacon.qq.com,1,5,1409649444753,1409649444998,976,579
134102282,10.85.131.101,50705,eventlog.beacon.qq.com,1,5,1409649445037,1409649445292,979,579
NA,10.85.138.23,60123,eventlog.beacon.qq.com,1,5,1409649453168,1409649453458,973,579
133863454,10.85.142.126,38842,monitor.uu.qq.com,1,5,1409649449801,1409649450126,891,544
133863454,10.85.142.126,40083,monitor.uu.qq.com,1,5,1409649448726,1409649448986,738,766
131729930,10.85.142.190,43105,eventlog.beacon.qq.com,1,5,1409649444938,1409649445203,994,579
132007454,10.87.39.48,50627,monitor.uu.qq.com,1,5,1409649430128,1409649432403,1207,797
132007454,10.87.39.48,50629,opensdk.uu.qq.com,1,5,1409649430418,1409649432408,2276,568
131547678,10.87.46.243,34409,eventlog.beacon.qq.com,1,5,1409649443507,1409649443812,1693,579
NA,10.87.151.67,49961,opensdk.uu.qq.com,1,5,1409649444499,1409649446649,1881,473
131697940,10.88.7.120,63721,monitor.uu.qq.com,1,5,1409649431399,1409649431614,1079,753
131697940,10.88.7.120,63721,monitor.uu.qq.com,1,5,1409649431659,1409649434079,1100,507
NA,10.88.11.198,50026,eventlog.beacon.qq.com,1,5,1409649434168,1409649434448,1515,579
200171540,10.88.39.143,51263,eventlog.beacon.qq.com,1,5,1409649438753,1409649439033,1003,579
131683348,10.88.45.142,39765,strategy.beacon.qq.com,1,5,1409649452049,1409649452729,888,1102
133914142,10.88.115.135,51485,opensdk.uu.qq.com,1,5,1409649432571,1409649434792,3109,568
NA,10.88.158.215,54484,eventlog.beacon.qq.com,1,5,1409649452602,1409649452882,998,579
133752586,10.88.183.148,53078,monitor.uu.qq.com,1,5,1409649453121,1409649453370,927,718
134131978,10.88.221.156,48456,monitor.uu.qq.com,1,5,1409649432084,1409649432344,904,739
NA,10.89.7.155,40786,monitor.uu.qq.com,1,5,1409649430792,1409649431062,610,662
133934366,10.89.7.155,40797,monitor.uu.qq.com,1,5,1409649437776,1409649438087,610,662
134179604,10.89.7.155,40801,monitor.uu.qq.com,1,5,1409649440557,1409649440847,610,662
133934366,10.89.7.155,40810,monitor.uu.qq.com,1,5,1409649444977,1409649445257,610,670
133934366,10.89.7.155,40816,monitor.uu.qq.com,1,5,1409649447807,1409649448096,610,662
133934366,10.89.7.155,40823,monitor.uu.qq.com,1,5,1409649450196,1409649450486,610,662
134179604,10.89.7.155,40830,monitor.uu.qq.com,1,5,1409649453061,1409649453381,878,654
200148510,10.89.91.232,52100,strategy.beacon.qq.com,1,5,1409649450467,1409649450737,892,1102
131440688,10.89.215.242,36310,eventlog.beacon.qq.com,1,5,1409649435003,1409649435263,1025,579
133823498,10.89.234.119,43723,monitor.uu.qq.com,1,5,1409649436342,1409649436642,900,739
131462195,10.89.235.211,41594,eventlog.beacon.qq.com,1,5,1409649444044,1409649444279,964,579
133907732,10.90.41.213,58655,eventlog.beacon.qq.com,1,5,1409649447635,1409649447895,978,515
133907732,10.90.41.213,58657,eventlog.beacon.qq.com,1,5,1409649448905,1409649449196,954,515
131541790,10.90.44.220,52919,monitor.uu.qq.com,1,5,1409649443803,1409649444118,915,739
131541790,10.90.44.220,52920,monitor.uu.qq.com,1,5,1409649445723,1409649445998,914,739
131957278,10.90.131.151,57951,monitor.uu.qq.com,1,5,1409649442957,1409649443237,626,635
NA,10.90.161.79,48970,strategy.beacon.qq.com,1,5,1409649435023,1409649435323,893,1102
133750046,10.91.3.225,37554,eventlog.beacon.qq.com,1,5,1409649431326,1409649431626,1044,579
133922324,10.91.21.214,60067,strategy.beacon.qq.com,1,5,1409649450932,1409649451237,885,1102
131995184,10.91.64.82,42817,opensdk.uu.qq.com,1,5,1409649446826,1409649447086,987,445
133745940,10.92.51.92,51827,strategy.beacon.qq.com,1,5,1409649450261,1409649450521,884,1102
NA,10.92.115.34,38333,monitor.uu.qq.com,1,5,1409649431893,1409649432158,821,675
NA,10.92.115.34,38334,monitor.uu.qq.com,1,5,1409649437498,1409649437778,821,675
131695370,10.92.128.58,39693,eventlog.beacon.qq.com,1,5,1409649432374,1409649432614,1798,579
131695370,10.92.128.58,39694,eventlog.beacon.qq.com,1,5,1409649436719,1409649436964,1053,579
131695370,10.92.128.58,39695,eventlog.beacon.qq.com,1,5,1409649436974,1409649437239,1908,579
131695370,10.92.128.58,39711,eventlog.beacon.qq.com,1,5,1409649447079,1409649447339,2032,631
131695370,10.92.128.58,39712,eventlog.beacon.qq.com,1,5,1409649447314,1409649447559,1478,579
133915914,10.92.153.55,50300,new-event.sng.qq.com,1,5,1409649449575,1409649449845,1518,516
133733652,10.92.172.231,49904,eventlog.beacon.qq.com,1,5,1409649441347,1409649441657,978,579
131559997,10.92.225.121,46008,monitor.uu.qq.com,1,5,1409649450448,1409649450723,967,718
131489546,10.92.254.135,41941,monitor.uu.qq.com,1,5,1409649441518,1409649441798,855,723
133928458,10.93.29.199,44939,strategy.beacon.qq.com,1,5,1409649446406,1409649447216,890,1102
